Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,208,2827,3/3/2020,Mariana Castro,Izabal,Livingston,0-656-33075-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,982,5780,7/7/2020,Alejandro Mendoza,Chiquimula,Chiquimula,0-08-882503-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,479,3665,8/27/2020,Adrian Fernandez,Peten,Poptun,1-5427-4690-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,212,6479,6/10/2020,Eduardo Ramos,Retalhuleu,Champerico,1-66123-668-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,318,2102,8/19/2020,Fabiola Aguilar,San Marcos,Sibinal,0-00-429999-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,768,7830,5/3/2020,Luis Romero,Jutiapa,Jutiapa,1-04-182988-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,607,1743,7/31/2020,Esteban Ortiz,Guatemala,Villa Nueva,0-14-141417-0
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,401,6541,1/3/2020,Raquel Cruz,Huehuetenango,Huehuetenango,0-294-67903-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,717,7758,12/16/2020,Valeria Castillo,Totonicapan,San Bartolo,0-7333-9566-X
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,696,4196,2/1/2020,Rosario Cabrera,Quiche,Nebaj,0-940608-35-9
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,704,2019,11/26/2020,Carolina Velasquez,San Marcos,Tejutla,1-76247-421-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,138,7665,10/24/2020,Rosa Cruz,Escuintla,Tiquisate,1-72421-464-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,996,6283,8/17/2020,Miguel Cabrera,Guatemala,Guatemala City,0-17-510284-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,108,3684,7/12/2020,Luisa Vargas,Zacapa,Teculutan,1-65479-834-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,346,7315,10/15/2020,Enrique Espinoza,Guatemala,San Miguel Petapa,0-436-98133-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,463,2586,7/9/2020,Vicente Cruz,Sacatepequez,Jocotenango,1-7392340-2-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,453,6440,4/14/2020,Ines Ramos,Solola,Solola,1-948315-30-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,372,5106,3/20/2020,Ramon Lopez,Sacatepequez,Antigua Guatemala,0-9608255-3-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,757,1363,10/22/2020,Marcela Reyes,Izabal,El Estor,0-350-15288-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,122,5261,12/10/2020,Miguel Soto,Escuintla,Palin,0-275-70915-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,647,922,3/7/2020,Simon Gomez,El Progreso,San Agustin Acasaguastlan,1-264-33822-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,603,7495,1/14/2020,Rosario Diaz,Suchitepequez,Mazatenango,1-4345-4001-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,696,1647,5/10/2020,Laura Ramos,Suchitepequez,Mazatenango,0-05-449247-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,570,3602,4/2/2020,Jose Ramos,El Progreso,San Agustin Acasaguastlan,1-78865-223-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,652,6284,12/16/2020,Cecilia Guerrero,Solola,San Lucas Toliman,1-115-78899-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,515,4193,2/17/2020,Fabiola Ortiz,Peten,Santa Elena,1-5383-6145-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,776,2689,1/27/2020,Patricia Molina,Sacatepequez,Ciudad Vieja,1-5231-6878-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,974,529,6/29/2020,Rafael Garcia,Baja Verapaz,Rabinal,1-148-45614-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,357,1714,6/3/2020,Hugo Hernandez,Santa Rosa,Barberena,1-67137-959-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,460,7743,12/29/2020,Teresa Fernandez,Quiche,Santo Tomas Chichicastenango,0-19-047368-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,436,1826,7/30/2020,Sebastian Morales,Solola,San Pedro La Laguna,0-243-89039-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,791,7106,5/24/2020,Hugo Ortiz,Alta Verapaz,San Cristabal Verapaz,1-927646-25-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,291,6384,7/8/2020,Mirta Leon,Alta Verapaz,Santa Cruz Verapaz,1-72865-045-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,372,6951,3/5/2020,Ruth Chavez,El Progreso,Sanarate,1-9877-8721-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,497,1673,3/2/2020,Teresa Ortiz,Escuintla,Palin,1-66062-857-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,550,585,7/13/2020,Luz Ramirez,Suchitepequez,San Bernardino,0-690-27683-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,846,7272,10/29/2020,Esteban Gomez,Quetzaltenango,San Carlos Sija,1-09-603279-1
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,300,3941,11/16/2020,Samuel Mendoza,Huehuetenango,San Juan Atitan,1-78037-568-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,590,784,11/13/2020,Eduardo Perez,San Marcos,Tejutla,1-65957-817-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,189,1059,6/29/2020,Eduardo Vazquez,San Marcos,Concepcion Tutuapa,0-9845183-1-2
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,828,3566,12/29/2020,Jose Navarro,Totonicapan,Momostenango,0-7676-2646-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,202,640,2/10/2020,Francisco Garcia,Izabal,Los Amates,1-80313-710-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,673,3196,5/15/2020,Mariana Vega,Quetzaltenango,Quetzaltenango,1-210-55274-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,136,3446,10/22/2020,Lorena Paredes,Retalhuleu,San Sebastian,0-357-15800-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,557,899,9/5/2020,Diana Garcia,Retalhuleu,Nuevo San Carlos,1-64168-987-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,467,7716,12/20/2020,Lucia Sanchez,Huehuetenango,La Democracia,0-327-06795-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,431,4959,8/14/2020,Natalia Navarro,Escuintla,Santa Lucia Cotzumalguapa,1-55586-518-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,271,4255,6/27/2020,Jorge Perez,Escuintla,Tiquisate,1-355-15395-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,513,818,10/6/2020,Valeria Salazar,Totonicapan,Momostenango,1-166-70109-3
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,159,4911,2/14/2020,Gabriel Gonzalez,Sacatepequez,Ciudad Vieja,0-85384-864-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,411,3814,2/14/2020,Julia Castillo,Solola,San Juan La Laguna,1-58824-083-5
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,971,2759,9/13/2020,Yolanda Jimenez,Izabal,Morales,1-9863-6043-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,217,5560,7/18/2020,Carlos Rodriguez,Baja Verapaz,Purulha,1-4547-2864-7
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,608,7273,7/22/2020,Roberto Ortiz,Sacatepequez,Pastores,1-253-56704-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,459,5062,6/19/2020,Enrique Diaz,Sacatepequez,Ciudad Vieja,1-9807-1956-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,716,540,7/15/2020,Andres Espinoza,Escuintla,Santa Lucia Cotzumalguapa,1-72068-199-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,133,4511,7/14/2020,Adriana Ramos,Quiche,Uspantan,0-06-431344-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,428,4543,7/22/2020,Ismael Alvarez,El Progreso,San Agustin Acasaguastlan,0-87841-700-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,760,3731,1/30/2020,Sandra Paredes,El Progreso,San Antonio La Paz,0-19-794119-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,788,5620,8/4/2020,Roberto Cruz,Baja Verapaz,San Jeronimo,1-208-66874-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,453,7454,10/5/2020,Carmen Flores,Chimaltenango,Comalapa,0-8385-0369-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,938,5373,7/30/2020,Elena Acosta,Jalapa,San Luis Jilotepeque,1-219-86327-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,168,3824,10/9/2020,Eduardo Alvarez,Jutiapa,Agua Blanca,0-09-260201-0
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,250,6299,12/23/2020,Silvia Medina,Sacatepequez,Ciudad Vieja,0-312-30530-3
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,303,4632,7/4/2020,Ismael Leon,Sacatepequez,Pastores,1-57188-141-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,278,566,1/10/2020,Ricardo Paredes,Guatemala,Villa Nueva,0-449-31906-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,493,1135,12/27/2020,Susana Rivera,Escuintla,Tiquisate,1-340-20681-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,547,3165,2/14/2020,Esteban Flores,Jutiapa,Asuncion Mita,0-8106-3405-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,697,3912,4/5/2020,Andres Soto,El Progreso,Sanarate,0-681-77054-6
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,572,4642,4/9/2020,Teresa Martinez,Solola,San Juan La Laguna,0-03-946338-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,481,4625,3/20/2020,Fabiola Vargas,Chimaltenango,Chimaltenango,1-84816-758-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,331,5190,9/17/2020,Sergio Ortiz,Quiche,Santa Cruz del Quiche,0-9756433-6-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,815,7722,12/29/2020,Patricia Castillo,Huehuetenango,San Pedro Necta,0-214-64853-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,780,7276,10/2/2020,Alfredo Perez,Huehuetenango,La Democracia,0-7418-5416-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,555,3628,5/22/2020,Rosario Silva,Retalhuleu,San Sebastian,0-388-30143-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,944,7751,12/4/2020,Cecilia Medina,Chimaltenango,San Martin Jilotepeque,1-5012-3654-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,973,3924,4/18/2020,Rosa Sanchez,Santa Rosa,Cuilapa,0-7450-1439-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,513,1779,1/24/2020,Javier Vargas,Jutiapa,Agua Blanca,1-4665-9353-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,673,7752,4/7/2020,Luz Lopez,Totonicapan,San Cristobal Totonicapan,1-85608-032-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,353,6577,8/26/2020,Maria Reyes,Huehuetenango,San Pedro Necta,1-55609-990-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,948,7172,10/7/2020,Paola Castro,Escuintla,Escuintla,0-454-49508-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,246,5054,4/27/2020,Manuel Ibarra,Izabal,Puerto Barrios,0-02-255562-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,667,928,3/1/2020,Susana Cabrera,Guatemala,Santa Catarina Pinula,1-67763-447-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,944,2768,8/22/2020,Miguel Acosta,Guatemala,San Miguel Petapa,0-683-29993-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,796,1961,4/25/2020,Miguel Acosta,Izabal,Morales,1-4757-9149-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,506,7299,5/29/2020,Tomas Mendoza,Jalapa,Mataquescuintla,1-82944-063-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,953,1923,7/25/2020,Valeria Flores,Chiquimula,Concepcion Las Minas,0-927466-12-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,965,4826,7/12/2020,Cecilia Ramirez,Zacapa,Rio Hondo,0-463-41114-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,243,4312,12/16/2020,Martin Rojas,Chiquimula,San Jose La Arada,1-69043-213-6
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,979,6034,5/18/2020,Natalia Molina,Escuintla,La Gomera,1-85991-815-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,151,1540,11/1/2020,Diego Hernandez,Quiche,Santo Tomas Chichicastenango,0-460-13818-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,558,5626,9/17/2020,Paola Vega,Zacapa,Gualan,0-499-11375-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,471,7977,12/20/2020,Ernesto Silva,Escuintla,Palin,0-203-21559-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,133,5922,11/2/2020,Rosa Navarro,Totonicapan,San Bartolo,1-79886-363-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,165,4338,2/22/2020,Laura Ponce,Zacapa,Rio Hondo,1-09-981483-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,530,5610,12/8/2020,Julia Pacheco,Jalapa,Jalapa,0-19-142330-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,402,3718,5/19/2020,Vicente Ramos,Peten,Santa Elena,1-79835-342-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,474,3182,2/28/2020,Josefa Gomez,Solola,San Pedro La Laguna,0-05-031281-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,139,1287,3/3/2020,Gabriela Castillo,Chiquimula,Esquipulas,1-5203-7487-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,844,7259,6/10/2020,Alejandro Garcia,San Marcos,Sibinal,0-05-816166-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,465,6125,2/13/2020,Ernesto Sanchez,Guatemala,Mixco,0-17-548656-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,341,1647,5/22/2020,Fabiola Martinez,Escuintla,Santa Lucia Cotzumalguapa,0-06-459345-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,352,1161,4/14/2020,Javier Navarro,Izabal,Morales,0-06-129757-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,594,4390,2/6/2020,Alonso Romero,Guatemala,Guatemala City,0-273-34879-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,987,5641,1/2/2020,Fernando Jimenez,Zacapa,Rio Hondo,0-549-20398-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,375,7499,4/21/2020,Jose Jimenez,Alta Verapaz,Tactic,0-324-17155-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,932,3920,4/24/2020,Ruth Medina,Chiquimula,Concepcion Las Minas,0-405-96477-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,245,1713,2/21/2020,Enrique Fernandez,Chimaltenango,Patzun,1-119-71889-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,742,7288,5/12/2020,Arturo Campos,Izabal,Livingston,0-86773-175-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,793,2802,5/22/2020,Estela Paredes,Baja Verapaz,San Jeronimo,0-225-24191-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,625,3599,1/21/2020,Ramon Flores,Chiquimula,Camotan,1-4699-9149-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,768,5763,1/23/2020,Ernesto Castillo,San Marcos,Concepcion Tutuapa,1-330-38337-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,487,5791,10/5/2020,Natalia Vega,Izabal,El Estor,1-156-82385-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,717,2403,9/28/2020,Sandra Romero,Sacatepequez,Ciudad Vieja,1-61779-923-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,385,6449,9/27/2020,Ramon Molina,Alta Verapaz,Tucuru,0-07-710896-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,415,4560,12/12/2020,Samuel Ponce,Peten,Sayaxche,0-9833417-6-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,748,3178,7/30/2020,Manuel Mendoza,Escuintla,Tiquisate,0-9929936-5-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,707,4142,12/24/2020,Luisa Romero,Sacatepequez,Jocotenango,1-06-282597-7
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,108,4481,2/8/2020,Beatriz Paredes,Baja Verapaz,Salama,1-58618-330-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,653,694,12/20/2020,Roberto Castillo,Escuintla,La Gomera,0-01-561946-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,509,5776,5/30/2020,Andres Flores,Peten,Poptun,0-7848-2821-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,903,2153,3/22/2020,Pablo Garcia,Santa Rosa,Cuilapa,1-70382-657-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,375,2563,8/16/2020,Tomas Cruz,Jutiapa,Agua Blanca,1-283-57979-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,385,2026,12/21/2020,Claudia Ramos,El Progreso,Sanarate,0-942240-16-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,304,7340,10/31/2020,Cecilia Ortiz,Quetzaltenango,San Carlos Sija,1-06-552887-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,627,3667,7/30/2020,Vicente Reyes,El Progreso,Guastatoya,0-399-26347-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,760,1367,6/10/2020,Gabriela Pacheco,Huehuetenango,Colotenango,1-217-27962-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,368,7214,6/27/2020,Claudia Campos,Alta Verapaz,Coban,0-528-92684-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,314,5551,7/21/2020,Adriana Ramos,Guatemala,Guatemala City,1-133-16955-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,373,3313,6/14/2020,Natalia Reyes,El Progreso,Guastatoya,1-76957-478-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,233,4202,1/11/2020,Elena Flores,Quiche,Uspantan,0-276-88119-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,639,3072,5/30/2020,Esperanza Navarro,Santa Rosa,Cuilapa,0-7013-8290-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,549,535,7/5/2020,Maria Navarro,Alta Verapaz,San Cristabal Verapaz,0-8340-8741-3
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,721,6162,10/26/2020,Ruth Ponce,Sacatepequez,Sumpango,0-233-62246-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,976,657,8/25/2020,Juan Gomez,Quiche,Santo Tomas Chichicastenango,1-329-70853-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,269,6807,6/6/2020,Sebastian Ibarra,Retalhuleu,San Sebastian,1-4953-6923-4
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,519,3640,7/17/2020,Mario Alvarez,Totonicapan,San Cristobal Totonicapan,1-84933-190-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,801,4798,5/29/2020,Patricia Perez,Alta Verapaz,Santa Cruz Verapaz,0-8056-9823-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,138,4933,6/4/2020,Ramon Vazquez,Totonicapan,San Cristobal Totonicapan,0-224-03294-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,237,774,11/11/2020,Silvia Cortes,Baja Verapaz,Salama,0-283-16407-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,977,2187,9/17/2020,Juan Ibarra,Zacapa,Teculutan,0-05-767387-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,439,3117,12/18/2020,Josefa Vargas,El Progreso,San Antonio La Paz,0-547-93279-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,671,3133,1/6/2020,Luis Aguilar,Solola,Panajachel,1-345-77025-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,194,1784,9/15/2020,Adriana Sanchez,Suchitepequez,Mazatenango,1-85552-847-9
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,427,1855,12/4/2020,Maria Jimenez,Quetzaltenango,Quetzaltenango,0-04-883348-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,200,2315,5/14/2020,Claudia Cabrera,San Marcos,San Pedro Sacatepequez,1-74004-237-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,192,2624,9/18/2020,Simon Garcia,El Progreso,San Agustin Acasaguastlan,0-10-937774-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,628,3625,8/29/2020,Gabriela Ponce,Retalhuleu,San Felipe,0-327-75006-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,403,6226,2/23/2020,Aurora Rojas,Santa Rosa,San Juan Tecuaco,1-280-41129-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,865,5967,7/8/2020,Paola Hernandez,San Marcos,San Pedro Sacatepequez,0-00-784226-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,648,1266,7/7/2020,Alfredo Morales,Retalhuleu,Retalhuleu,0-917081-05-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,464,4648,5/15/2020,Silvia Reyes,Baja Verapaz,Salama,1-4429-7970-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,759,5519,11/9/2020,Olga Alvarez,Huehuetenango,Huehuetenango,0-236-04114-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,658,7201,6/14/2020,Rosa Ortiz,Jalapa,Mataquescuintla,1-86159-420-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,166,696,4/27/2020,Tomas Rodriguez,Alta Verapaz,Tucuru,0-02-627259-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,485,7647,3/26/2020,Cecilia Chavez,Sacatepequez,Jocotenango,0-673-19795-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,938,4893,3/5/2020,Rosario Vega,Solola,Solola,0-02-955728-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,192,3259,1/27/2020,Estela Cortes,Quetzaltenango,Cantel,0-258-32911-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,726,2707,9/7/2020,Esperanza Diaz,Quetzaltenango,Quetzaltenango,1-03-086848-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,485,6122,10/31/2020,Luz Silva,Retalhuleu,Retalhuleu,1-151-75749-7
